Timestamp,Consumption,SensorID,SensorToken,FluksoID,SensorType,BuildingName,BuildingType
2015-04-29 06:00:00,1.2734989148782978,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 07:00:00,6.0951045269549695,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 08:00:00,3.1659841379122327,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 09:00:00,0.19793270288101894,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 10:00:00,1.1662512523519695,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 11:00:00,11.685312024353095,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 12:00:00,10.559267921446349,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 13:00:00,9.251282938361328,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 14:00:00,18.07076201141149,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 15:00:00,8.207492560097137,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 16:00:00,2.1616025603755133,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 17:00:00,14.493572913247988,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 18:00:00,11.110112755461614,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 19:00:00,16.688372093023247,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 20:00:00,17.52987012987012,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 21:00:00,14.007457059069964,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 22:00:00,24.510197563535144,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-29 23:00:00,8.761649241847294,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-30 00:00:00,0.0623139237001169,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-30 01:00:00,0.062313923700003215,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-30 02:00:00,0.0623139237001169,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-30 03:00:00,0.062313923700003215,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-30 04:00:00,0.0623139237001169,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-30 05:00:00,0.062313923700003215,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
2015-04-30 06:00:00,0.0623139237001169,5d665dd017dc9fc554c4ad7a193a4818,495961f6efa4b5f09f4640c2e5794a2f,FL03001165,Water,G04 Sakura,Restaurant
