Timestamp,Consumption,SensorID,SensorToken,FluksoID,SensorType,BuildingName,BuildingType,summary,temperature,temperatureMax,temperatureMin,heatingDegreeDays,coolingDegreeDays18,
21/05/2015 17:00,1630,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Partly cloudy throughout the day.,11.71,16.89,5.81,5.627,0,
21/05/2015 18:00,1748.666667,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Partly cloudy throughout the day.,11.71,16.89,5.81,5.627,0,
21/05/2015 19:00,2196.333333,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Partly cloudy throughout the day.,11.71,16.89,5.81,5.627,0,
21/05/2015 20:00,2445.333333,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Partly cloudy throughout the day.,11.71,16.89,5.81,5.627,0,
21/05/2015 21:00,2745.666667,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Partly cloudy throughout the day.,11.71,16.89,5.81,5.627,0,
21/05/2015 22:00,8433,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Partly cloudy throughout the day.,11.71,16.89,5.81,5.627,0,
21/05/2015 23:00,8016,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Partly cloudy throughout the day.,11.71,16.89,5.81,5.627,0,
22/05/2015 0:00,7781,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 1:00,8247,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 2:00,8453,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 3:00,6445.333333,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 4:00,1925.666667,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 5:00,2469,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 6:00,1300.884615,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 7:00,911.9153846,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 8:00,1217.7,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 9:00,1975.5,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 10:00,1342.2,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 11:00,1273.05,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 12:00,1755.25,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 13:00,2066,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 14:00,1400.25,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 15:00,1237.25,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 16:00,1951.5,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 17:00,2859.5,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 18:00,1738,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 19:00,1455.666667,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 20:00,2463.333333,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 21:00,2533.5,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 22:00,3769.5,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
22/05/2015 23:00,7346,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,14.1,18.72,8.46,3.568,0,
23/05/2015 0:00,7761,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 1:00,7375,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 2:00,7330,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 3:00,7833,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 4:00,7887,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 5:00,8484,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 6:00,4067,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 7:00,2946,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 8:00,1959,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 9:00,1833,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 10:00,1709,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 11:00,1936.666667,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
23/05/2015 12:00,1261.533333,c8d25ba0a8e9d14a215fbee89904cbc2,0453e0c03112261273611777fec2ba1f,FL03001164,Electricity,G01 Libertad,Cafe,Mostly cloudy throughout the day.,13.98,17.47,11.46,2.711,0,
