Timestamp,Consumption,SensorID,SensorToken,FluksoID,SensorType,BuildingName,BuildingType,summary,temperature,temperatureMax,temperatureMin,heatingDegreeDays,coolingDegreeDays18,
30/04/2015 0:00,149.4396015,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 1:00,477.3835099,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 2:00,136.312363,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 3:00,110.9173901,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 4:00,98.15741174,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 5:00,152.4949416,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 6:00,484.9611355,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 7:00,144.8566256,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 8:00,60.27122049,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 9:00,70.82416894,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 10:00,112.1671504,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 11:00,2302.401281,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 12:00,2039.591078,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 13:00,2871.987869,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 14:00,2140.701183,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 15:00,1151.913418,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 16:00,1337.212702,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 17:00,2002.142137,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 18:00,2931.041777,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 19:00,3476.629348,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 20:00,2304.732869,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 21:00,3377.215936,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 22:00,1712.052271,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
30/04/2015 23:00,643.5348703,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy until evening.,9.09,12.01,6.72,7.644,0,
1/05/2015 0:00,573.5859486,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy throughout the day.,8.19,13.32,3.33,7.97,0,
1/05/2015 1:00,537.4988484,78a0c618d9c7fe803c1f379cf98a7554,5c2e0a5de16bdbb29ad62e4bc6dba95e,FL03001148,Gas,G10 Wabi Sabi,Restaurant,Mostly cloudy throughout the day.,8.19,13.32,3.33,7.97,0,
