Timestamp,Consumption,SensorID,SensorToken,FluksoID,SensorType,BuildingName,BuildingType,summary,temperature,temperatureMax,temperatureMin,heatingDegreeDays,coolingDegreeDays18,
18/09/2015 14:00,40997.64706,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 15:00,26003,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 16:00,16341,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 17:00,21237,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 18:00,30147,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 19:00,35110,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 20:00,35296,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 21:00,34012,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 22:00,33851,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
18/09/2015 23:00,33816,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.6,17.07,10.42,2.488,0,
19/09/2015 0:00,23960,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 1:00,11151,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 2:00,9552,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 3:00,8062,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 4:00,7292,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 5:00,8490,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 6:00,7216,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 7:00,7248,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 8:00,10074,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 9:00,11056,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 10:00,20047,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
19/09/2015 11:00,33979,61d1663fe7049607bcd24f702fe5a24e,2d14ccd8a387a3b3a0f371afe882e4b5,FL03001152,Electricity,G08 Troubadour,Restaurant,Mostly cloudy throughout the day.,13.07,15.51,11.29,3.132,0,
